sal_avg_lc2vs0_iate,school
-24820.84939391016,9.0
-22265.50085643446,12.0
-39643.53726013872,10.0
-32386.712739364208,9.0
-18149.421134896445,12.0
-34614.620138708335,10.0
-22935.569703250032,10.0
-31917.765575666468,9.0
-17131.56329754962,10.0
-36592.81123959896,12.0
-17667.16735614381,10.0
-27048.647871332207,10.0
-28336.851488953493,9.0
-24592.20760826658,10.0
-19188.704671069718,10.0
-25142.454828780526,9.0
-21452.20174168603,12.0
-15914.02089672784,10.0
-27092.73638242851,9.0
-36393.784425947335,10.0
-34847.00440868997,10.0
-26545.55701991854,10.0
-23739.77530190979,8.0
-22342.753090209582,10.0
-21275.32834713556,12.0
-17776.011586303943,10.0
-32699.23994713073,8.0
-25787.331841825657,10.0
-21089.134052159174,8.0
-36801.13288991453,12.0
-35213.37167934694,10.0
-33118.46824460873,10.0
-29700.44781894699,9.0
-26215.04794754248,9.0
-31888.81380557554,10.0
-25475.709768191155,10.0
-24141.145470035863,10.0
-35775.20049015316,10.0
-18902.99382113651,10.0
-16498.136481589532,10.0
-31760.081319548146,8.0
-24126.41647285673,12.0
-25498.990501211236,8.0
-21843.888044807143,10.0
-27028.79672183872,8.0
-19560.943119344756,10.0
-25950.31117585249,8.0
-24903.76837979076,10.0
-40442.09411025612,10.0
-31096.718638447004,12.0
-33587.2382435644,10.0
-18177.856802325783,10.0
-23490.068973538328,10.0
-26609.487556364526,10.0
-35306.99695054395,12.0
-38560.36890862882,12.0
-25321.207258201546,10.0
-23043.52428684503,10.0
-18908.34259162932,10.0
-35490.4424064608,10.0
-37977.53488233022,10.0
-24447.743496203802,10.0
-23505.049209230132,9.0
-28725.56654503194,12.0
-36703.234259337114,10.0
-36384.350482469665,10.0
-25417.081983871292,9.0
-18544.258397917438,9.0
-24935.78975201024,9.0
-19358.182194575453,10.0
-16426.5108327767,10.0
-25996.72833180337,10.0
-36927.85309459378,8.0
-30611.639949824807,9.0
-25568.945587020487,10.0
-34975.042144173014,10.0
-18758.109270040353,8.0
-43304.84816584768,12.0
-36733.58645941966,10.0
-39748.17998963261,10.0
-30517.587392638077,10.0
-26544.745542719666,12.0
-18989.96522582911,8.0
-24818.528811764227,12.0
-22585.015880196923,12.0
-31550.863171574838,10.0
-17951.441319244936,8.0
-34144.85211126547,10.0
-27017.131212758766,10.0
-17043.06104528744,9.0
-34028.115807072536,12.0
-29824.88655264509,10.0
-21235.875460348274,9.0
-22176.50218317831,10.0
-15904.44685903991,10.0
-22958.1278420955,9.0
-18733.464046383644,9.0
-32207.338668108026,9.0
-36009.74527077329,10.0
-31639.333201395566,12.0
-25169.201853262286,12.0
-17778.667904258196,9.0
-25022.1984939733,8.0
-32416.170940516007,9.0
-29447.473777423453,9.0
-23264.264798890188,9.0
-35071.65277572241,10.0
-26695.41692793921,9.0
-38356.62936951933,12.0
-25771.744349390792,9.0
-18148.49067014993,10.0
-22333.40851996324,10.0
-23878.402465292398,8.0
-36709.10323187383,10.0
-19294.667248390626,12.0
-18540.288144167207,10.0
-27078.28149381694,10.0
-24037.370747840996,10.0
-30892.279915720494,9.0
-20574.302909015118,9.0
-25201.827761626508,10.0
-27192.524957671863,9.0
-23949.49444181974,12.0
-35599.96907882358,12.0
-31764.019001848894,10.0
-29621.59405036147,10.0
-23284.37576883393,8.0
-31843.55922078922,10.0
-30769.202166434865,12.0
-32399.530318657944,12.0
-18372.518807606146,9.0
-33599.303275693834,10.0
-21705.979241546498,9.0
-34867.05946818067,12.0
-30283.455860642203,9.0
-43261.47993795763,12.0
-27860.107649001126,10.0
-25197.338633762043,10.0
-22823.397315127004,9.0
-17606.14266256686,10.0
-22109.89856912088,12.0
-17764.925590821797,9.0
-20662.413122158636,12.0
-23438.19845436619,9.0
-22656.497988405,10.0
-38704.82620848698,10.0
-25440.857558524986,8.0
-21118.264241824643,10.0
-29144.521505761128,8.0
-18262.089882403656,10.0
-35929.86243840441,12.0
-30066.967270666275,12.0
-23401.004957723293,8.0
-18497.271669617312,9.0
-28273.462207719225,10.0
-18162.63671732119,8.0
-40117.49429852633,10.0
-18328.48944784974,8.0
-32820.65764115314,10.0
-16398.487351958804,10.0
-30742.770082801864,12.0
-25389.62277019666,10.0
-25223.664968641486,10.0
-31947.951263903073,10.0
-33669.34742476268,10.0
-34779.40833901758,10.0
-36526.891716926286,10.0
-23569.855811048485,10.0
-32123.124701590936,9.0
-18103.84014331036,10.0
-23648.603685584785,8.0
-24458.11718485281,12.0
-33883.288565926196,10.0
-25956.281980164025,10.0
-37302.68016504716,12.0
-36028.47024729698,10.0
-24752.942845504786,10.0
-31033.34019263919,10.0
-29808.2541328202,9.0
-28716.04380670385,12.0
-24326.23160844118,12.0
-21559.821383999988,12.0
-19811.120732761374,10.0
-21842.824536444463,12.0
-30265.279178650213,10.0
-17453.431705767114,10.0
-34297.64668766115,10.0
-31646.851013432133,9.0
-18047.825642867745,9.0
-33928.35126815824,9.0
-32050.04782682535,10.0
-16881.198409055818,8.0
-25564.53993316963,8.0
-32103.57112873507,10.0
-19771.105017235852,10.0
-31023.949571477606,10.0
-36319.775518985305,10.0
-26091.057142215388,8.0
-21297.597166191747,8.0
-15210.303348372343,10.0
-18887.030462180817,12.0
-24453.81325365517,10.0
-35355.364274906846,10.0
-35893.16871320657,10.0
-18448.4610925473,10.0
-39920.83146312573,12.0
-31762.64901740518,10.0
-40237.427159379404,10.0
-28791.991657652354,10.0
-19867.887504621536,10.0
-16235.121550184478,10.0
-26600.585219057444,10.0
-27953.3255848946,10.0
-28412.7540629255,10.0
-28764.49535817086,9.0
-21927.516707522012,12.0
-41801.46670909636,10.0
-23210.396232604202,9.0
-40637.80080053438,12.0
-16582.71175171681,8.0
-36630.63956780231,10.0
-33737.72842194168,12.0
-22670.476754652384,9.0
-21938.560832725587,10.0
-37491.35176389892,10.0
-29097.833312872783,8.0
-27860.917510454205,9.0
-21741.354289219074,9.0
-29283.351689942,9.0
-22706.62403303678,9.0
-37572.44457116662,10.0
-17337.88764496691,8.0
-35856.559737086776,10.0
-18824.357001006076,8.0
-23339.852071908568,12.0
-27171.45307069756,10.0
-19718.277027234475,10.0
-38525.3838910746,12.0
-26838.314168458914,10.0
-38025.29118321724,10.0
-30138.618929891796,10.0
-28107.04264644006,10.0
-22129.658228851356,8.0
-40687.0519198197,10.0
-34448.39482182628,10.0
-36228.346960952156,9.0
-18738.77369296232,9.0
-33920.21633211932,10.0
-36355.85285330193,10.0
-42139.58857569232,10.0
-36634.44939577872,12.0
-19178.5161998645,9.0
-20835.16500383385,10.0
-25276.482413051563,10.0
-28074.689011683527,9.0
-22184.65401576698,10.0
-23892.661422286248,10.0
-16380.01318311582,10.0
-25547.992544528737,10.0
-27252.484112525923,12.0
-37889.389535188326,10.0
-35716.79744647028,10.0
-35114.583168742334,8.0
-23280.69839989029,12.0
-21167.663750695538,8.0
-31302.6295527529,10.0
-32379.960438166298,10.0
-28277.031637831664,10.0
-42595.24857305233,12.0
-41795.25858835492,12.0
-19686.442055584786,10.0
-20667.644634644777,9.0
-36758.620643141636,10.0
-23367.75337150502,8.0
-24303.407789295263,12.0
-30060.407216552252,10.0
-18033.40622442037,12.0
-24372.581203406255,9.0
-27716.065619779598,10.0
-36681.55689817557,9.0
-17947.691747996905,10.0
-25189.012253804634,8.0
-27441.955733462823,9.0
-17987.84599819153,8.0
-24575.44916571594,10.0
-23168.856228127763,10.0
-27426.54598137942,10.0
-42729.10941167856,12.0
-20834.797746375203,10.0
-29629.381814699584,12.0
-35828.95791833682,10.0
-23164.77912840045,10.0
-19607.980259171647,9.0
-37268.40171723941,12.0
-18945.176872014457,12.0
-23822.061882428516,10.0
-22864.949915124038,10.0
-22351.140707802835,10.0
-39382.720539419744,10.0
-29647.253913779474,10.0
-39694.57353046854,10.0
-32639.44135666156,12.0
-29518.55554672575,12.0
-34114.85840298449,12.0
-27114.675540774573,10.0
-18762.12308172781,9.0
-35686.599306343596,12.0
-38244.756421001424,10.0
-27312.9622371301,10.0
-19437.455144827858,10.0
-19952.648654967496,12.0
-25460.697350802147,9.0
-36335.383883937044,9.0
-41064.180554860126,10.0
-17662.069466417917,10.0
-25107.728887324403,10.0
-27421.785716022143,12.0
-30528.681694376588,12.0
-25373.791292887166,12.0
-17134.79829172809,10.0
-34517.03950860063,12.0
-20723.23943486749,8.0
-25089.329178263255,12.0
-41308.9945578424,12.0
-24781.3625360149,9.0
-30333.001611000866,10.0
-32317.966988884364,12.0
-34090.83812517508,10.0
-22582.823878146257,9.0
-24908.361315245656,10.0
-22789.422365551192,10.0
-37160.65731205657,10.0
-28228.080722564308,9.0
-28636.07800674237,10.0
-28510.870999833685,10.0
-35612.60998644424,10.0
-29328.7021233806,10.0
-26374.500523810013,10.0
-36396.346831081864,12.0
-24622.34288408547,9.0
-36170.721493862395,12.0
-34827.39192052431,10.0
-35634.668522159634,12.0
-33462.92826981176,9.0
-39887.26318231351,10.0
-19381.604100957626,8.0
-30664.349784826903,10.0
-22698.47993431998,10.0
-25856.52819689595,9.0
-17538.840411361278,12.0
-27127.641768237278,10.0
-19701.243675240734,8.0
-21335.11962877374,9.0
-26252.3669442018,12.0
-32789.30213101095,9.0
-23184.918887403823,10.0
-26541.68701195845,8.0
-23800.5487441215,10.0
-19840.55615350826,9.0
-30347.570404977017,10.0
-20548.290301788868,10.0
-18189.19287436378,12.0
-17729.715417249918,10.0
-30268.365178554333,9.0
-20224.08319720581,10.0
-31822.7704198266,8.0
-28915.08785761233,9.0
-37658.84680168716,12.0
-30634.99753672995,12.0
-24379.265367022475,9.0
-26908.043939870957,9.0
-23382.901504242614,9.0
-29685.636727359237,9.0
-20628.292738122786,10.0
-16995.7870022433,10.0
-31887.67808899811,9.0
-39534.52156999067,10.0
-18065.81997733895,12.0
-37074.067851128835,10.0
-33119.33768817183,10.0
-16999.362413224302,10.0
-18271.672274050736,10.0
-29454.605780162266,12.0
-28344.72225964162,10.0
-31519.608106509306,12.0
-20572.502463311284,8.0
-40142.10340456237,12.0
-24151.224952621124,9.0
-37298.272142024274,12.0
-29622.767737689934,10.0
-23222.292368221006,9.0
-25518.186735651325,9.0
-32719.375219049234,10.0
-18916.093855526324,9.0
-19818.178758623926,10.0
-29834.721436869208,8.0
-32635.889001693242,9.0
-35878.62109782304,10.0
-18843.056712616628,9.0
-21203.00739066114,9.0
-39155.70630237989,10.0
-25817.27878243855,10.0
-30854.371974286456,12.0
-21710.629509675426,8.0
-33962.883403681815,10.0
-22797.544177348784,9.0
-28374.90544467837,10.0
-28199.2164794758,10.0
-18091.320620001174,10.0
-23926.819826806877,10.0
-31594.675915558844,12.0
-19598.57046447744,10.0
-31081.91475062297,10.0
-23007.437759835768,10.0
-36209.25396059962,9.0
-22260.15209542795,10.0
-20201.073469942155,12.0
-39526.38428312626,10.0
-32358.869900537014,12.0
-24038.980355560714,12.0
-30224.43996453983,9.0
-24636.930955693737,10.0
-27597.906014126544,9.0
-44546.564057694704,12.0
-23060.120902185216,8.0
-36908.0440136065,9.0
-24959.385748148452,8.0
-36064.01239576409,10.0
-26021.924159024817,9.0
-18747.445053431904,9.0
-24285.7783818664,10.0
-35843.2637338544,10.0
-22952.88532917671,10.0
-20719.602741329898,10.0
-41892.487956355006,12.0
-20018.521849845776,10.0
-25445.94222812366,9.0
-27640.32967536078,10.0
-20989.855352147944,9.0
-16315.67866792823,10.0
-31762.761720130886,10.0
-24821.93325267239,10.0
-21719.43408510835,10.0
-34611.91546403951,10.0
-34623.702984404255,10.0
-37039.01513384678,10.0
-40750.28870631155,12.0
-30116.418819170507,10.0
-25407.917067153678,10.0
-35206.47946258455,10.0
-18537.991406973084,8.0
-26231.93749268056,10.0
-18959.043698140827,12.0
-31115.808109150654,12.0
-36461.37183796498,12.0
-39771.01989367428,12.0
-31580.126265441806,10.0
-28863.16712920177,10.0
-25042.842825131615,10.0
-22131.0336165852,10.0
-23497.527289056205,12.0
-22027.245554147743,8.0
-29147.63056183878,12.0
-19949.83833324766,10.0
-21487.30484748011,10.0
-16691.2944257448,10.0
-26850.403565812827,10.0
-38741.5126856966,9.0
-36117.303444155856,8.0
-31176.367923337464,12.0
-36495.710693562156,10.0
-17270.385384370966,12.0
-16446.878968539128,9.0
-32467.637272159423,10.0
-19296.9750315253,10.0
-32179.105912789953,12.0
-32573.14434071765,10.0
-33651.073595996946,10.0
-23123.13584572587,10.0
-25662.91435749388,8.0
-39872.12766689854,12.0
-25056.5034852958,10.0
-36556.70452304551,9.0
-18109.347443698436,8.0
-25725.048802350648,10.0
-18666.900198182804,8.0
-21309.26569856132,8.0
-29157.773960583596,8.0
-35973.58653782534,12.0
-19636.92914000929,9.0
-23316.953401587256,10.0
-36479.145552160146,12.0
-33280.41386973279,10.0
-30969.441239797292,9.0
-42178.507553551244,12.0
-20728.132824674303,8.0
-30821.56174820439,12.0
-29518.539055986992,9.0
-31049.62343896227,9.0
-31039.793859730293,10.0
-25255.219612392793,9.0
-17578.7766506773,9.0
-27234.34561479508,9.0
-31801.635324798073,10.0
-40746.77130470479,10.0
-30013.497198654284,12.0
-19993.740878567056,9.0
-21206.161743182172,9.0
-23479.470901661814,12.0
-23378.50484591045,12.0
-15672.53981812955,10.0
-33463.313213636226,10.0
-37604.759686124424,9.0
-18125.514667946933,12.0
-20920.882924351776,9.0
-28091.551722721073,12.0
-37447.28578727484,9.0
-18508.028734503274,8.0
-19901.646655324686,10.0
-30939.078436926113,9.0
-25823.836234141494,10.0
-17066.893462843123,9.0
-35736.967889922125,10.0
-22455.775015878826,9.0
-19446.32114789565,10.0
-23131.630936543766,9.0
-36632.23226333656,12.0
-26910.790674808457,9.0
-28015.235852449558,10.0
-19173.890416197723,9.0
-31612.626149488642,12.0
-24259.393518203517,8.0
-36955.89341298513,12.0
-17992.87419282797,10.0
-41474.996951079374,12.0
-33277.62575713793,12.0
-17393.639617220415,8.0
-39744.6789088489,12.0
-20945.32824711163,9.0
-25939.605314914617,9.0
-34617.1408662564,10.0
-23173.453721307837,9.0
-29004.484172974684,10.0
-19146.631361798693,9.0
-39852.039789563365,10.0
-27722.33882791733,10.0
-26252.752813633717,9.0
-20327.532078648845,10.0
-28193.13760412635,12.0
-32039.88204961417,8.0
-35817.77199791495,10.0
-29258.141611179304,8.0
-27877.601720874147,10.0
-32447.947804281583,10.0
-32478.925865666177,12.0
-36756.947420827186,12.0
-20662.032736923244,8.0
-35823.494904963125,10.0
-19193.22209126515,10.0
-26736.006743816757,10.0
-25848.847065579135,9.0
-27461.03203076388,10.0
-33511.24704765742,10.0
-41617.24385067752,10.0
-34579.91005404314,10.0
-23341.689240411753,9.0
-36411.238445192976,12.0
-26751.93484770022,10.0
-38682.979991193664,10.0
-43420.03644446275,12.0
-22108.148012114973,10.0
-29712.214048760383,10.0
-26921.774013477803,12.0
-18915.134932917623,9.0
-25860.61313134829,12.0
-17342.91673387162,10.0
-31627.7567942195,10.0
-26811.942885215853,10.0
-29709.798113138648,12.0
-40350.86192901482,12.0
-29242.42381205699,9.0
-31987.24564156725,12.0
-22924.820934652853,12.0
-38167.72606057441,10.0
-23225.63038991531,9.0
-28496.18587597757,10.0
-36846.16688703694,12.0
-35434.44867631809,9.0
-35462.355982352645,10.0
-31049.16963366978,10.0
-26074.360844739356,10.0
-38734.228330425554,10.0
-24652.07037987676,10.0
-37859.532740220515,12.0
-33187.941297696416,10.0
-17784.099968118182,9.0
-39879.832826649,10.0
-33946.6314149397,12.0
-19361.092126482687,10.0
-29986.291576514363,10.0
-18956.1113275792,10.0
-25487.01463456021,10.0
-28475.564575170847,10.0
-16256.002825699477,10.0
-23440.09054587091,8.0
-30206.357603297554,10.0
-40681.74783747912,10.0
-37134.453611075376,10.0
-22612.81356065228,10.0
-39312.08738882069,10.0
-32910.444947471246,10.0
-20183.96711769981,10.0
-23096.343077805628,12.0
-33526.361669646925,10.0
-32054.778407254104,10.0
-31841.53610469676,9.0
-16663.215138537686,8.0
-28192.818741638734,9.0
-28442.294082612938,12.0
-38667.33545832512,10.0
-32161.356599517145,10.0
-21558.61790088036,8.0
-31443.644211522274,12.0
-41376.88738529604,10.0
-33223.91228630688,10.0
-25146.79621605944,10.0
-38799.46050518623,12.0
-21990.18714089757,8.0
-31514.97345155264,9.0
-31018.67901046312,9.0
-31911.576387323643,9.0
-28733.488004476447,10.0
-24778.792300894434,10.0
-33999.66998903391,10.0
-23944.118490462104,12.0
-20411.11806307797,10.0
-34565.71075612836,12.0
-21141.661696228024,10.0
-26466.62469471379,9.0
-23059.74170610592,10.0
-19128.887740877777,8.0
-19495.602217804724,10.0
-28231.078383927852,10.0
-36138.35088244836,9.0
-24520.48815238117,10.0
-32832.68659300996,10.0
-22828.974186417498,10.0
-28510.47283597391,9.0
-39239.33240833557,10.0
-18102.181111481485,12.0
-25826.145471586064,10.0
-26962.21230325788,9.0
-26719.601918298096,9.0
-29279.901334401882,9.0
-18004.278448777997,10.0
-31527.43231709935,10.0
-26456.754040660286,10.0
-26481.512012490297,8.0
-37059.4356633599,9.0
-25817.80557923759,8.0
-31194.863290279598,10.0
-25546.977464969466,10.0
-17920.313956019738,8.0
-24155.269909910465,10.0
-32889.02325697219,10.0
-27175.4134269018,12.0
-25806.338905657147,10.0
-32283.42176976217,9.0
-22779.790991257098,12.0
-17531.146011403518,12.0
-32532.565138985636,10.0
-31784.273949243085,12.0
-23993.747102595495,10.0
-20845.465049506245,9.0
-18729.628440251858,8.0
-16764.575412920378,9.0
-26989.849551715026,10.0
-34266.110086839835,10.0
-34656.40089266417,12.0
-25639.136142778785,8.0
-29975.179607146463,10.0
-36560.09906275504,9.0
-25556.369004031727,10.0
-23451.227573597662,9.0
-24035.430575774622,9.0
-36106.673366977804,10.0
-20659.697366710014,12.0
-23575.443750182312,10.0
-28152.407244870657,10.0
-32442.687776886247,10.0
-23441.90871002415,8.0
-21209.903464050654,10.0
-29603.932665490443,9.0
-39257.49199836543,12.0
-31227.03158544508,10.0
-35374.599844905526,12.0
-17724.808878506203,10.0
-30901.97550325904,9.0
-27706.19389620253,10.0
-19153.31843447115,10.0
-21188.344132142855,12.0
-31688.109959445297,10.0
-22767.37878580708,9.0
-25686.020243083098,12.0
-37010.577228283495,12.0
-25474.30377109224,10.0
-19512.512614500552,9.0
-37118.15399110031,10.0
-38646.95979685773,10.0
-17346.457694312558,12.0
-16982.499735729867,10.0
-23567.524051925266,10.0
-32466.54654613618,10.0
-21358.84953313719,8.0
-33458.78015847996,10.0
-28611.595663136653,8.0
-30930.224929580494,10.0
-23887.323064978526,9.0
-44531.61944691645,12.0
-29957.090303506724,10.0
-19108.452622460358,9.0
-26687.08690492891,12.0
-37070.08084048215,12.0
-22258.37876516972,10.0
-33356.57217793999,10.0
-34671.869822055116,10.0
-29965.30086833524,10.0
-20836.94710765492,12.0
-18663.413995010935,9.0
-29048.391009439514,10.0
-33764.50426628422,10.0
-22188.55226002986,8.0
-21266.201920725507,10.0
-18356.03522497452,10.0
-24390.08931179869,12.0
-23152.85672234549,9.0
-18091.594007024923,9.0
-16881.105154187106,10.0
-42730.26391309936,12.0
-19001.01516897813,9.0
-17914.9053096374,9.0
-39633.73383185431,10.0
-18819.39270063679,10.0
-28799.59629621238,10.0
-24305.743270244348,9.0
-20813.975406942365,10.0
-17004.36976549897,10.0
-24616.718539960344,10.0
-28511.781951973808,9.0
-19000.44551969437,9.0
-25988.06843851218,12.0
-41101.47526038082,10.0
-27519.268821314647,9.0
-25120.159070648868,10.0
-19969.29991488416,10.0
-27175.574366776364,10.0
-31439.534428386745,10.0
-31248.895949809772,9.0
-18147.570396537358,9.0
-26169.0913619575,12.0
-17387.948114520113,8.0
